"Grade","Profissional_Grade","Unidade_Funcional","Condicao_De_Atendimento","Especialidade","Situacao_Atual_Grade","Dia_da_Semana","Hora_Inicio","Turno","Situacao_Atual_Horario","Quantidade_Vagas"
105,J. T. C. P. ,UROLOGIA (AMBULATÓRIO),RETORNO,URO ENFERMAGEM,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,20
105,J. T. C. P. ,UROLOGIA (AMBULATÓRIO),RETORNO,URO ENFERMAGEM,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,3
105,J. T. C. P. ,UROLOGIA (AMBULATÓRIO),RETORNO,URO ENFERMAGEM,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,5
105,J. T. C. P. ,UROLOGIA (AMBULATÓRIO),RETORNO,URO ENFERMAGEM,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,12
106,G. P. D. S. ,UROLOGIA (AMBULATÓRIO),RETORNO,URO ENFERMAGEM,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Inativo,15
106,G. P. D. S. ,UROLOGIA (AMBULATÓRIO),RETORNO,URO ENFERMAGEM,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Inativo,15
106,G. P. D. S. ,UROLOGIA (AMBULATÓRIO),RETORNO,URO ENFERMAGEM,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Inativo,15
106,G. P. D. S. ,UROLOGIA (AMBULATÓRIO),RETORNO,URO ENFERMAGEM,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Inativo,15
106,G. P. D. S. ,UROLOGIA (AMBULATÓRIO),RETORNO,URO ENFERMAGEM,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Inativo,15
108,G. P. D. S. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR ENFERMAGEM,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,20
108,G. P. D. S. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR ENFERMAGEM,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,20
108,G. P. D. S. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR ENFERMAGEM,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,20
108,G. P. D. S. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR ENFERMAGEM,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,20
108,G. P. D. S. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR ENFERMAGEM,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,20
110,G. P. D. S. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR CURATIVO,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,20
110,G. P. D. S. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR CURATIVO,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,20
110,G. P. D. S. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR CURATIVO,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,20
110,G. P. D. S. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR CURATIVO,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,20
110,G. P. D. S. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR CURATIVO,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,20
110,G. P. D. S. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR CURATIVO,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,20
110,G. P. D. S. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR CURATIVO,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,10
110,G. P. D. S. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR CURATIVO,Ativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,10
110,G. P. D. S. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR CURATIVO,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,20
110,G. P. D. S. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR CURATIVO,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,20
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP ENFERMAGEM,Inativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,5
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DIP ENFERMAGEM,Inativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,2
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DIP ENFERMAGEM,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,2
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP ENFERMAGEM,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,5
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),INTERCONSULTA,DIP ENFERMAGEM,Inativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,4
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),INTERCONSULTA,DIP ENFERMAGEM,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,4
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DIP ENFERMAGEM,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,2
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP ENFERMAGEM,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,5
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),INTERCONSULTA,DIP ENFERMAGEM,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,4
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DIP ENFERMAGEM,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,2
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP ENFERMAGEM,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,5
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),INTERCONSULTA,DIP ENFERMAGEM,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,4
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),INTERCONSULTA,DIP ENFERMAGEM,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,4
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DIP ENFERMAGEM,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,2
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP ENFERMAGEM,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,5
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DIP ENFERMAGEM,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,2
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),INTERCONSULTA,DIP ENFERMAGEM,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,4
112,G. P. D. S. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP ENFERMAGEM,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,5
116,M. C. D. A. N. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA HORMONIOTERAPIA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,20
120,M. W. D. S. J. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA URODINAMICA,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,3
122,M. W. D. S. J. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA UROFLUXO,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,2
124,T. D. P. B. J. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA URODINAMICA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,3
125,C. A. D. S. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA URODINAMICA,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,2
126,T. D. P. B. J. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA UROFLUXO,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,2
128,C. A. D. S. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA UROFLUXO,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,3
129,C. A. D. S. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA DILATAÇÃO,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,3
130,L. C. M. A. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DIP ESPECIAL,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,1
130,L. C. M. A. ,INFECTOLOGIA (AMBULATÓRIO),CONSULTA REGULADA,DIP ESPECIAL,Ativo,Terça,1970-01-01 10:00:00.000,Manhã,Ativo,1
130,L. C. M. A. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP ESPECIAL,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,6
130,L. C. M. A. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP ESPECIAL,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,6
130,L. C. M. A. ,INFECTOLOGIA (AMBULATÓRIO),CONSULTA REGULADA,DIP ESPECIAL,Ativo,Quinta,1970-01-01 10:00:00.000,Manhã,Ativo,1
130,L. C. M. A. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DIP ESPECIAL,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,1
131,R. D. C. A. S. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DIP ATENCAO FARMACEUTICA,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,2
131,R. D. C. A. S. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DIP ATENCAO FARMACEUTICA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,2
131,R. D. C. A. S. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP ATENCAO FARMACEUTICA,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,4
131,R. D. C. A. S. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP ATENCAO FARMACEUTICA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,4
131,R. D. C. A. S. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP ATENCAO FARMACEUTICA,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,4
131,R. D. C. A. S. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DIP ATENCAO FARMACEUTICA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,2
131,R. D. C. A. S. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP ATENCAO FARMACEUTICA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,4
131,R. D. C. A. S. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DIP ATENCAO FARMACEUTICA,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,2
131,R. D. C. A. S. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DIP ATENCAO FARMACEUTICA,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,2
131,R. D. C. A. S. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DIP ATENCAO FARMACEUTICA,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,2
131,R. D. C. A. S. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP ATENCAO FARMACEUTICA,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,4
131,R. D. C. A. S. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP ATENCAO FARMACEUTICA,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,4
131,R. D. C. A. S. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DIP ATENCAO FARMACEUTICA,Ativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,2
131,R. D. C. A. S. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP ATENCAO FARMACEUTICA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,4
131,R. D. C. A. S. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP ATENCAO FARMACEUTICA,Ativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,4
131,R. D. C. A. S. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DIP ATENCAO FARMACEUTICA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,2
132,R. D. C. A. S. ,INFECTOLOGIA (AMBULATÓRIO),,DIP ATENCAO FARMACEUTICA,Inativo,,,,,
134,D. C. C. P. ,INFECTOLOGIA (AMBULATÓRIO),INTERCONSULTA,DIP ESPECIAL,Inativo,Terça,1970-01-01 09:00:00.000,Manhã,Inativo,1
134,D. C. C. P. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP ESPECIAL,Inativo,Terça,1970-01-01 09:00:00.000,Manhã,Inativo,6
137,T. D. P. B. J. ,UROLOGIA (AMBULATÓRIO),CONSULTA PRIMEIRA VEZ SERVIDOR(A),UROLOGIA,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,1
137,T. D. P. B. J. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,20
137,T. D. P. B. J. ,UROLOGIA (AMBULATÓRIO),TELEATENDIMENTO,UROLOGIA,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,1
137,T. D. P. B. J. ,UROLOGIA (AMBULATÓRIO),CONSULTA REGULADA,UROLOGIA,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,5
140,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),TELEATENDIMENTO,UROLOGIA NEURO,Inativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,1
140,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA NEURO,Inativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,15
140,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),CONSULTA PRIMEIRA VEZ SERVIDOR(A),UROLOGIA NEURO,Inativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,1
140,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),INTERCONSULTA,UROLOGIA NEURO,Inativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,1
141,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA URODINAMICA,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,3
142,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA UROFLUXO,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,2
143,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA DILATAÇÃO,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,3
144,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),CONSULTA REGULADA,UROLOGIA,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,5
144,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,20
144,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),TELEATENDIMENTO,UROLOGIA,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,1
144,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),CONSULTA PRIMEIRA VEZ SERVIDOR(A),UROLOGIA,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,1
145,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),CONSULTA PRIMEIRA VEZ SERVIDOR(A),UROLOGIA,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,1
145,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),TELEATENDIMENTO,UROLOGIA,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,1
145,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,20
145,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),INTERCONSULTA,UROLOGIA,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,1
145,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),CONSULTA REGULADA,UROLOGIA,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,5
146,M. C. D. A. N. ,UROLOGIA (AMBULATÓRIO),TELEATENDIMENTO,UROLOGIA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,1
146,M. C. D. A. N. ,UROLOGIA (AMBULATÓRIO),CONSULTA REGULADA,UROLOGIA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,5
146,M. C. D. A. N. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,20
146,M. C. D. A. N. ,UROLOGIA (AMBULATÓRIO),INTERCONSULTA,UROLOGIA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,2
146,M. C. D. A. N. ,UROLOGIA (AMBULATÓRIO),CONSULTA PRIMEIRA VEZ SERVIDOR(A),UROLOGIA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,1
150,M. C. D. A. N. ,UROLOGIA (AMBULATÓRIO),TELEATENDIMENTO,UROLOGIA,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,1
150,M. C. D. A. N. ,UROLOGIA (AMBULATÓRIO),CONSULTA PRIMEIRA VEZ SERVIDOR(A),UROLOGIA,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,1
150,M. C. D. A. N. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,20
150,M. C. D. A. N. ,UROLOGIA (AMBULATÓRIO),CONSULTA REGULADA,UROLOGIA,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,5
150,M. C. D. A. N. ,UROLOGIA (AMBULATÓRIO),INTERCONSULTA,UROLOGIA,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,1
154,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA ONCO,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,20
154,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),INTERCONSULTA,UROLOGIA ONCO,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,1
155,L. H. C. S. D. M. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA URODINAMICA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,3
157,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA HORMONIOTERAPIA,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,20
159,L. H. C. S. D. M. ,UROLOGIA (AMBULATÓRIO),TELEATENDIMENTO,UROLOGIA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,1
159,L. H. C. S. D. M. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,20
159,L. H. C. S. D. M. ,UROLOGIA (AMBULATÓRIO),CONSULTA REGULADA,UROLOGIA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,5
159,L. H. C. S. D. M. ,UROLOGIA (AMBULATÓRIO),CONSULTA PRIMEIRA VEZ SERVIDOR(A),UROLOGIA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,1
160,L. H. C. S. D. M. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA UROFLUXO,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,2
161,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),TELEATENDIMENTO,UROLOGIA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,1
161,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,20
161,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),CONSULTA REGULADA,UROLOGIA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,5
161,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),CONSULTA PRIMEIRA VEZ SERVIDOR(A),UROLOGIA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,1
162,T. D. P. B. J. ,UROLOGIA (AMBULATÓRIO),CONSULTA PRIMEIRA VEZ SERVIDOR(A),UROLOGIA,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,1
162,T. D. P. B. J. ,UROLOGIA (AMBULATÓRIO),INTERCONSULTA,UROLOGIA,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,1
162,T. D. P. B. J. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,20
162,T. D. P. B. J. ,UROLOGIA (AMBULATÓRIO),TELEATENDIMENTO,UROLOGIA,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,1
163,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),,UROLOGIA,Ativo,,,,,
164,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA URODINAMICA,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,3
165,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA UROFLUXO,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,2
166,R. P. D. S. F. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DOENÇAS INFECTO PARASITARIAS,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,2
166,R. P. D. S. F. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DOENÇAS INFECTO PARASITARIAS,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,5
174,L. H. C. S. D. M. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA ONCO,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Inativo,20
174,L. H. C. S. D. M. ,UROLOGIA (AMBULATÓRIO),INTERCONSULTA,UROLOGIA ONCO,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Inativo,2
175,L. H. C. S. D. M. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA HORMONIOTERAPIA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,20
188,C. D. D. S. C. R. ,UROLOGIA (AMBULATÓRIO),RETORNO,URO ENFERMAGEM,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Inativo,15
188,C. D. D. S. C. R. ,UROLOGIA (AMBULATÓRIO),RETORNO,URO ENFERMAGEM,Inativo,Terça,1970-01-01 07:00:00.000,Manhã,Inativo,15
188,C. D. D. S. C. R. ,UROLOGIA (AMBULATÓRIO),RETORNO,URO ENFERMAGEM,Inativo,Quarta,1970-01-01 07:00:00.000,Manhã,Inativo,15
188,C. D. D. S. C. R. ,UROLOGIA (AMBULATÓRIO),RETORNO,URO ENFERMAGEM,Inativo,Quinta,1970-01-01 07:00:00.000,Manhã,Inativo,15
188,C. D. D. S. C. R. ,UROLOGIA (AMBULATÓRIO),RETORNO,URO ENFERMAGEM,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Inativo,15
190,C. T. D. L. ,INFECTOLOGIA (AMBULATÓRIO),PRIMEIRA CONSULTA,DOENÇAS INFECTO PARASITARIAS,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,2
190,C. T. D. L. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DOENÇAS INFECTO PARASITARIAS,Inativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,5
192,G. D. A. C. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA URODINAMICA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,2
192,G. D. A. C. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA URODINAMICA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,2
194,G. D. A. C. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA UROFLUXO,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,3
194,G. D. A. C. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA UROFLUXO,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,3
196,F. D. O. V. ,UROLOGIA (AMBULATÓRIO),RETORNO,UROLOGIA RETORNO CIRURGICO,Inativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,20
198,C. D. D. S. C. R. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR CURATIVO,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,20
198,C. D. D. S. C. R. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR CURATIVO,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,20
198,C. D. D. S. C. R. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR CURATIVO,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,20
198,C. D. D. S. C. R. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR CURATIVO,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,20
198,C. D. D. S. C. R. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR CURATIVO,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,20
198,C. D. D. S. C. R. ,CIRURGIA VASCULAR (AMBULATÓRIO),RETORNO,CIRURGIA VASCULAR CURATIVO,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,20
