"Grade","Profissional_Grade","Unidade_Funcional","Condicao_De_Atendimento","Especialidade","Situacao_Atual_Grade","Dia_da_Semana","Hora_Inicio","Turno","Situacao_Atual_Horario","Quantidade_Vagas"
3376,L. P. S. D. L. S. ,GERIATRIA (AMBULATORIO),CONSULTA REGULADA,GERIATRIA,Ativo,Quinta,1970-01-01 15:30:00.000,Tarde,Ativo,6
3378,O. P. D. A. N. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,ONCOLOGIA CLINICA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,2
3378,O. P. D. A. N. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,ONCOLOGIA CLINICA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,10
3378,O. P. D. A. N. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,ONCOLOGIA CLINICA,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,10
3378,O. P. D. A. N. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,ONCOLOGIA CLINICA,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,2
3378,O. P. D. A. N. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,ONCOLOGIA CLINICA,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,10
3378,O. P. D. A. N. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,ONCOLOGIA CLINICA,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,2
3382,K. S. N. ,ENFERMAGEM,REGISTRO EM PRONTUARIO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,15
3382,K. S. N. ,ENFERMAGEM,RETORNO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Segunda,1970-01-01 16:30:00.000,Tarde,Ativo,15
3382,K. S. N. ,ENFERMAGEM,RETORNO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Segunda,1970-01-01 09:30:00.000,Manhã,Ativo,15
3382,K. S. N. ,ENFERMAGEM,REGISTRO EM PRONTUARIO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Segunda,1970-01-01 14:00:00.000,Tarde,Ativo,15
3382,K. S. N. ,ENFERMAGEM,RETORNO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Terça,1970-01-01 09:30:00.000,Manhã,Ativo,15
3382,K. S. N. ,ENFERMAGEM,REGISTRO EM PRONTUARIO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Terça,1970-01-01 14:00:00.000,Tarde,Ativo,15
3382,K. S. N. ,ENFERMAGEM,REGISTRO EM PRONTUARIO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,15
3382,K. S. N. ,ENFERMAGEM,RETORNO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Terça,1970-01-01 16:30:00.000,Tarde,Ativo,15
3382,K. S. N. ,ENFERMAGEM,REGISTRO EM PRONTUARIO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,15
3382,K. S. N. ,ENFERMAGEM,RETORNO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Quarta,1970-01-01 16:30:00.000,Tarde,Ativo,15
3382,K. S. N. ,ENFERMAGEM,REGISTRO EM PRONTUARIO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Quarta,1970-01-01 14:00:00.000,Tarde,Ativo,15
3382,K. S. N. ,ENFERMAGEM,RETORNO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Quarta,1970-01-01 09:30:00.000,Manhã,Ativo,15
3382,K. S. N. ,ENFERMAGEM,REGISTRO EM PRONTUARIO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,15
3382,K. S. N. ,ENFERMAGEM,RETORNO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Quinta,1970-01-01 16:30:00.000,Tarde,Ativo,15
3382,K. S. N. ,ENFERMAGEM,REGISTRO EM PRONTUARIO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Quinta,1970-01-01 14:00:00.000,Tarde,Ativo,15
3382,K. S. N. ,ENFERMAGEM,RETORNO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Quinta,1970-01-01 09:30:00.000,Manhã,Ativo,15
3382,K. S. N. ,ENFERMAGEM,RETORNO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Sexta,1970-01-01 16:30:00.000,Tarde,Ativo,15
3382,K. S. N. ,ENFERMAGEM,REGISTRO EM PRONTUARIO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,15
3382,K. S. N. ,ENFERMAGEM,RETORNO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Sexta,1970-01-01 09:30:00.000,Manhã,Ativo,15
3382,K. S. N. ,ENFERMAGEM,REGISTRO EM PRONTUARIO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Sexta,1970-01-01 14:00:00.000,Tarde,Ativo,15
3382,K. S. N. ,ENFERMAGEM,RETORNO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Sábado,1970-01-01 09:30:00.000,Manhã,Ativo,15
3382,K. S. N. ,ENFERMAGEM,REGISTRO EM PRONTUARIO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Sábado,1970-01-01 07:00:00.000,Manhã,Ativo,15
3382,K. S. N. ,ENFERMAGEM,RETORNO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Sábado,1970-01-01 16:30:00.000,Tarde,Ativo,15
3382,K. S. N. ,ENFERMAGEM,REGISTRO EM PRONTUARIO,ENFERMAGEM - LISTA CIRURGICA,Ativo,Sábado,1970-01-01 14:00:00.000,Tarde,Ativo,15
3384,B. J. A. P. B. ,NEUROLOGIA (AMBULATÓRIO),RETORNO,NEUROLOGIA - COGNITIVA - PESQUISA,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,6
3386,R. C. D. L. M. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,CIRURGIA ONCOLOGICA,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,2
3386,R. C. D. L. M. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,CIRURGIA ONCOLOGICA,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,10
3388,P. R. T. D. S. ,REUMATOLOGIA (AMBULATÓRIO),CONSULTA REGULADA,DOENCA DE SJOGREN PRIMARIA - TRIAGEM,Ativo,Quinta,1970-01-01 10:00:00.000,Manhã,Ativo,1
3390,A. T. D. ,REUMATOLOGIA (AMBULATÓRIO),,REUMATOLOGIA - OSTEOPOROSE,Inativo,,,,,
3392,A. T. D. ,REUMATOLOGIA (AMBULATÓRIO),,OSTEOPOROSE - TRIAGEM,Inativo,,,,,
3394,N. G. C. ,REUMATOLOGIA (AMBULATÓRIO),RETORNO,REUMATOLOGIA - ESPONDILOARTRITE E GOTA,Inativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,19
3396,B. M. B. ,GINECOLOGIA (AMBULATÓRIO),RETORNO,GINECOLOGIA (RESIDENTES),Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,8
3398,J. M. D. S. G. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,ONCOLOGIA CLINICA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,2
3398,J. M. D. S. G. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,ONCOLOGIA CLINICA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,10
3398,J. M. D. S. G. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,ONCOLOGIA CLINICA,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,10
3398,J. M. D. S. G. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,ONCOLOGIA CLINICA,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,2
3400,P. M. R. B. ,PSIQUIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - SAUDE MENTAL,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,1
3400,P. M. R. B. ,PSIQUIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - SAUDE MENTAL,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,1
3400,P. M. R. B. ,PSIQUIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - SAUDE MENTAL,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,1
3400,P. M. R. B. ,PSIQUIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - SAUDE MENTAL,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,1
3400,P. M. R. B. ,PSIQUIATRIA (AMBULATÓRIO),RETORNO,ENFERMAGEM - SAUDE MENTAL,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,1
3402,J. N. V. M. D. A. ,NUCLEO DE TELESSAUDE,TELEATENDIMENTO,TELEMEDICINA INTERCONSULTA CARGASHEMATO,Ativo,Terça,1970-01-01 13:30:00.000,Tarde,Ativo,10
3402,J. N. V. M. D. A. ,NUCLEO DE TELESSAUDE,TELEATENDIMENTO,TELEMEDICINA INTERCONSULTA CARGASHEMATO,Ativo,Terça,1970-01-01 08:00:00.000,Manhã,Ativo,11
3404,,GINECOLOGIA (AMBULATÓRIO),INTERCONSULTA,AMBULATORIO INTERSEXO - GINECOLOGIA,Inativo,Sexta,1970-01-01 10:00:00.000,Manhã,Ativo,1
3404,,GINECOLOGIA (AMBULATÓRIO),RETORNO,AMBULATORIO INTERSEXO - GINECOLOGIA,Inativo,Sexta,1970-01-01 10:00:00.000,Manhã,Ativo,1
3404,,GINECOLOGIA (AMBULATÓRIO),CONSULTA REGULADA,AMBULATORIO INTERSEXO - GINECOLOGIA,Inativo,Sexta,1970-01-01 10:00:00.000,Manhã,Ativo,1
3406,J. N. V. M. D. A. ,NUCLEO DE TELESSAUDE,TELEATENDIMENTO,TELEMEDICINA PEDIATRIA,Inativo,Quarta,1970-01-01 13:30:00.000,Tarde,Ativo,7
3406,J. N. V. M. D. A. ,NUCLEO DE TELESSAUDE,TELEATENDIMENTO,TELEMEDICINA PEDIATRIA,Inativo,Sexta,1970-01-01 08:00:00.000,Manhã,Ativo,8
3408,M. E. P. L. E. S. L. ,CARDIOLOGIA (AMBULATÓRIO),TELEATENDIMENTO,TELEMEDICINA - INR,Inativo,Quinta,1970-01-01 13:30:00.000,Tarde,Ativo,10
3410,M. E. P. L. E. S. L. ,NUCLEO DE TELESSAUDE,,TELEMEDICINA GERIATRIA RETORNO PRECOCE,Inativo,,,,,
3412,C. E. G. P. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP - HTLV,Ativo,Sexta,1970-01-01 08:00:00.000,Manhã,Ativo,3
3412,C. E. G. P. ,INFECTOLOGIA (AMBULATÓRIO),CONSULTA REGULADA,DIP - HTLV,Ativo,Sexta,1970-01-01 10:00:00.000,Manhã,Ativo,4
3412,C. E. G. P. ,INFECTOLOGIA (AMBULATÓRIO),INTERCONSULTA,DIP - HTLV,Ativo,Sexta,1970-01-01 08:00:00.000,Manhã,Ativo,1
3414,C. E. G. P. ,INFECTOLOGIA (AMBULATÓRIO),CONSULTA REGULADA,DIP - HEPATITE - B - C,Ativo,Sexta,1970-01-01 15:30:00.000,Tarde,Ativo,4
3414,C. E. G. P. ,INFECTOLOGIA (AMBULATÓRIO),RETORNO,DIP - HEPATITE - B - C,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,5
3414,C. E. G. P. ,INFECTOLOGIA (AMBULATÓRIO),INTERCONSULTA,DIP - HEPATITE - B - C,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,1
3416,M. E. P. L. E. S. L. ,NEUROLOGIA (AMBULATÓRIO),TELEATENDIMENTO,TELERREGULACAO NEUROLOGIA,Ativo,Sexta,1970-01-01 13:20:00.000,Tarde,Ativo,11
3418,M. E. P. L. E. S. L. ,ENDOCRINOLOGIA (AMBULATÓRIO),TELEATENDIMENTO,TELERREGULACAO ENDOCRINOLOGIA,Ativo,Sexta,1970-01-01 08:00:00.000,Manhã,Ativo,12
3420,P. R. B. D. S. ,NUCLEO DE TELESSAUDE,TELEATENDIMENTO,TELEMEDICINA INTERCONSULTA INFPNEUDOR,Inativo,Terça,1970-01-01 13:30:00.000,Tarde,Ativo,10
3420,P. R. B. D. S. ,NUCLEO DE TELESSAUDE,TELEATENDIMENTO,TELEMEDICINA INTERCONSULTA INFPNEUDOR,Inativo,Quinta,1970-01-01 13:30:00.000,Tarde,Ativo,10
3422,L. A. R. D. R. ,ALERGIA E IMUNOLOGIA (AMBULATÓRIO),RETORNO,ALERGIA - REACAO A MEDICACAO,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,6
3424,G. V. F. ,NEFROLOGIA (AMBULATÓRIO),RETORNO,NEFROLOGIA - GLOMERULO GENETICA,Ativo,Segunda,1970-01-01 08:00:00.000,Manhã,Ativo,8
3426,J. D. F. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,ONCOLOGIA - MASTOLOGIA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Inativo,1
3426,J. D. F. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,ONCOLOGIA - MASTOLOGIA,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,9
3426,J. D. F. ,ONCOLOGIA (AMBULATÓRIO),RETORNO,ONCOLOGIA - MASTOLOGIA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,9
3426,J. D. F. ,ONCOLOGIA (AMBULATÓRIO),INTERCONSULTA,ONCOLOGIA - MASTOLOGIA,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Inativo,1
3428,A. F. C. B. V. ,PSIQUIATRIA (AMBULATÓRIO),RETORNO,PSIQUIATRIA - TRANSTORNO BIPOLAR,Ativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,5
3434,E. D. S. F. ,CIRURGIA BARIATRICA,RETORNO,NUTRIÇÃO - CIRURGIA BARIÁTRICA,Inativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,6
3436,E. D. A. B. S. ,CIRURGIA BARIATRICA,RETORNO,NUTRIÇÃO - CIRURGIA BARIÁTRICA,Inativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,6
3438,R. P. U. N. ,ENDOCRINOLOGIA (AMBULATÓRIO),TELEATENDIMENTO,TELEMEDICINA INTERCONSULTA ENDOCRINOLOGIA,Ativo,Quarta,1970-01-01 08:00:00.000,Manhã,Ativo,11
3438,R. P. U. N. ,ENDOCRINOLOGIA (AMBULATÓRIO),TELEATENDIMENTO,TELEMEDICINA INTERCONSULTA ENDOCRINOLOGIA,Ativo,Quarta,1970-01-01 13:20:00.000,Tarde,Ativo,10
3444,K. R. F. D. S. ,ENFERMAGEM,RETORNO,ENFERMAGEM PRE-OPERATORIO PLASTICA,Ativo,Segunda,1970-01-01 10:00:00.000,Manhã,Ativo,2
3444,K. R. F. D. S. ,ENFERMAGEM,INTERCONSULTA,ENFERMAGEM PRE-OPERATORIO PLASTICA,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,3
3444,K. R. F. D. S. ,ENFERMAGEM,INTERCONSULTA,ENFERMAGEM PRE-OPERATORIO PLASTICA,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,3
3444,K. R. F. D. S. ,ENFERMAGEM,RETORNO,ENFERMAGEM PRE-OPERATORIO PLASTICA,Ativo,Quarta,1970-01-01 10:00:00.000,Manhã,Ativo,2
3446,J. D. S. N. ,ENFERMAGEM,,ENFERMAGEM PRE-OPERATORIO GINECOLOGIA,Inativo,,,,,
3448,M. I. D. S. M. D. ,ENFERMAGEM,INTERCONSULTA,ENFERMAGEM PRE-OPERATORIO OTORRINO,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,3
3448,M. I. D. S. M. D. ,ENFERMAGEM,RETORNO,ENFERMAGEM PRE-OPERATORIO OTORRINO,Ativo,Segunda,1970-01-01 10:00:00.000,Manhã,Ativo,2
3448,M. I. D. S. M. D. ,ENFERMAGEM,INTERCONSULTA,ENFERMAGEM PRE-OPERATORIO OTORRINO,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,3
3448,M. I. D. S. M. D. ,ENFERMAGEM,RETORNO,ENFERMAGEM PRE-OPERATORIO OTORRINO,Ativo,Quarta,1970-01-01 10:00:00.000,Manhã,Ativo,2
3450,L. A. M. ,ENFERMAGEM,RETORNO,ENFERMAGEM PRE-OPERATORIO GINECOLOGIA,Ativo,Quinta,1970-01-01 16:00:00.000,Tarde,Ativo,2
3450,L. A. M. ,ENFERMAGEM,INTERCONSULTA,ENFERMAGEM PRE-OPERATORIO GINECOLOGIA,Ativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,3
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,3
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,5
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,2
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,2
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,5
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,3
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,5
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,5
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,3
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,2
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,3
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,2
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,5
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,5
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,2
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,2
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,3
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Quarta,1970-01-01 13:00:00.000,Tarde,Ativo,3
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,5
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,2
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,2
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,3
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Quinta,1970-01-01 13:00:00.000,Tarde,Ativo,5
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,3
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,5
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,3
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,3
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,5
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,2
3452,L. G. D. S. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Sexta,1970-01-01 13:00:00.000,Tarde,Ativo,2
3460,V. M. C. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,3
3460,V. M. C. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,2
3460,V. M. C. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,3
3462,A. C. C. G. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,3
3462,A. C. C. G. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,3
3462,A. C. C. G. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,2
3464,P. D. S. B. O. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,3
3464,P. D. S. B. O. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,2
3464,P. D. S. B. O. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Segunda,1970-01-01 07:00:00.000,Manhã,Ativo,3
3464,P. D. S. B. O. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,3
3464,P. D. S. B. O. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,2
3464,P. D. S. B. O. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Terça,1970-01-01 07:00:00.000,Manhã,Ativo,3
3464,P. D. S. B. O. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,3
3464,P. D. S. B. O. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,3
3464,P. D. S. B. O. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Quinta,1970-01-01 07:00:00.000,Manhã,Ativo,2
3466,M. C. W. C. D. M. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,3
3466,M. C. W. C. D. M. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,3
3466,M. C. W. C. D. M. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,2
3468,C. M. T. D. A. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,3
3468,C. M. T. D. A. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,3
3468,C. M. T. D. A. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Quarta,1970-01-01 07:00:00.000,Manhã,Ativo,2
3468,C. M. T. D. A. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,2
3468,C. M. T. D. A. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,3
3468,C. M. T. D. A. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Sexta,1970-01-01 07:00:00.000,Manhã,Ativo,3
3470,G. M. B. D. Q. M. ,CCIH (AMBULATÓRIO),PRIMEIRA CONSULTA,ENFERMAGEM - CCIH,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,2
3470,G. M. B. D. Q. M. ,CCIH (AMBULATÓRIO),INTERCONSULTA,ENFERMAGEM - CCIH,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,3
3470,G. M. B. D. Q. M. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Segunda,1970-01-01 13:00:00.000,Tarde,Ativo,3
3470,G. M. B. D. Q. M. ,CCIH (AMBULATÓRIO),RETORNO,ENFERMAGEM - CCIH,Ativo,Terça,1970-01-01 13:00:00.000,Tarde,Ativo,3
